Inst Code,Institute Name,Place,Dist Code,"Co
Educati on",College Type,Year of Estab,Branch Code,Branch Name,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,EWS GEN OU,EWS GIRLS OU,Tuition Fee,"TS
Affiliated To",
KMCE,KESHAV MEMORIAL COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2004,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),66775,66775,77034,115929,66775,130097,70959,70959,68150,81857,76645,76645,66775,66775,135504,135504,66775,66775,62000,JNTUH,
KMCE,KESHAV MEMORIAL COLLEGE OF ENGINEERING,IBRAHIMPATAN,RR,COED,PVT,2004,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,48835,52587,116961,116961,75024,81199,48835,52587,80841,98771,88775,91852,153545,153545,70644,149173,60156,60156,62000,JNTUH,
KMEC,KESHAV MEMORIAL ENGINEERING COLLEGE,KACHWANISINGARAM,MDL,COED,PVT,2021,CS,COMPUTER SCIENCE,22135,22135,59697,60331,32783,32783,36681,36681,35997,39667,54938,140119,134496,152334,141099,152931,22135,22135,70000,OU,
KMEC,KESHAV MEMORIAL ENGINEERING COLLEGE,KACHWANISINGARAM,MDL,COED,PVT,2021,CSE,COMPUTER SCIENCE AND ENGINEERING,15763,17273,44988,52705,24737,25117,56903,56903,23724,26432,55270,55270,85581,92370,99253,147031,18454,18454,70000,OU,
KMEC,KESHAV MEMORIAL ENGINEERING COLLEGE,KACHWANISINGARAM,MDL,COED,PVT,2021,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",19420,19541,52357,52357,28991,29426,19420,19541,26610,29496,56607,99644,96359,105331,137167,155319,19420,19544,70000,OU,
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,COED,PVT,2007,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),6809,7483,19583,23120,10308,11813,26410,26410,10188,10228,12893,20481,42454,42454,53145,67930,6809,8615,103000,JNTUH,
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,5199,5696,16102,21945,7260,8948,20337,28661,7778,9204,10730,16531,33042,33042,30778,35150,5761,6868,103000,JNTUH,
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,COED,PVT,2007,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",6097,6911,17319,23916,9896,10522,14362,43416,9123,9585,13528,20806,41340,42140,45793,63717,6377,7223,103000,JNTUH,
KMIT,KESHAV MEMORIAL INST OF TECHNOLOGY,NARAYANAGUDA,HYD,COED,PVT,2007,INF,INFORMATION TECHNOLOGY,7325,8659,23812,24978,13011,13237,34439,34439,9775,10755,20937,23600,45560,51293,58107,79132,7394,8659,103000,JNTUH,
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,COED,PVT,2008,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),84937,84937,131314,131314,136285,136285,84937,84937,138877,138877,84937,142847,154968,154968,84937,84937,84937,84937,65000,JNTUH,
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,74570,85752,144898,144898,132439,132439,124521,124521,120437,138714,136633,136633,156837,156837,153999,155033,123955,142647,65000,JNTUH,
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",39027,110770,106471,110770,105941,143132,39027,110770,139114,139114,39027,131892,155181,155181,96145,110770,144919,144919,65000,JNTUH,
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,94123,100636,141591,144909,94123,100636,94123,100636,142188,142188,113577,113577,94123,154621,154550,154550,94123,100636,65000,JNTUH,
KMTS,KHAMMAM INST OF TECHNOLOGY AND SCIENCE,KHAMMAM,KHM,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,65000,JNTUH,
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,CIV,CIVIL ENGINEERING,66514,66514,66514,66514,145743,155887,66514,66514,66514,66514,128444,128444,153514,153514,66514,66514,66514,66514,72000,JNTUH,
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),117706,117706,126800,144899,146548,156603,117706,118953,130247,130247,125770,125770,154249,154249,150366,156012,120118,127349,72000,JNTUH,
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),104568,104568,132116,133852,130735,140682,104568,104568,120415,134543,104568,126859,150152,150496,147923,147923,104568,133337,72000,JNTUH,
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,72663,72663,117340,117340,80786,94960,85233,85233,86796,86796,130546,130546,116923,116923,100203,103699,72663,72663,72000,JNTUH,
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",67644,80413,137047,141265,131463,135461,67644,80413,100956,143165,135311,135311,147490,149278,147513,148319,97882,97882,72000,JNTUH,
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,121484,121484,136733,136733,136058,136058,121484,121484,128884,128884,121484,136814,148716,148716,129457,148713,133225,133225,72000,JNTUH,
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,72000,JNTUH,
KNRR,KASIREDDY NARAYANAREDDY COLL ENGG RES,HAYATHNAGAR,RR,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,55246,55246,55246,55246,55246,55246,55246,55246,70654,70654,145718,145718,115032,115032,55246,55246,55246,139050,72000,JNTUH,
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2008,CIV,CIVIL ENGINEERING,99897,99897,99897,99897,99897,99897,99897,99897,99897,99897,99897,99897,148594,148594,99897,99897,99897,99897,90000,JNTUH,
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2008,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),100017,100017,141551,141551,100463,104882,100017,100017,100017,113646,141989,141989,154651,154651,100232,150223,100017,100017,90000,JNTUH,
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,59261,59261,102447,138218,77200,80575,71109,71109,72709,74491,109706,109706,144060,154680,150636,155922,63633,70827,90000,JNTUH,
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",94396,94396,133861,133861,94396,124658,94396,94396,94396,115124,136215,136215,153485,154718,150794,150794,94396,109772,90000,JNTUH,
KPRT,KOMMURI PRATAP REDDY INST OF TECHNOLOGY (AUTONOMOUS),GHATKESAR,MDL,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,100466,138496,110517,138496,113401,138496,100466,138496,121776,138496,109817,138496,155444,155444,148754,148754,124361,138496,90000,JNTUH,
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,49091,49091,144710,144710,146240,146240,138437,138437,138227,146700,135843,138431,146416,146416,84277,84277,115169,116154,90000,JNTUH,
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,CIV,CIVIL ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,90000,JNTUH,
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,49722,59285,129197,139967,83299,83354,78509,78509,77587,79734,100132,100132,152236,154957,154628,154628,83712,83712,90000,JNTUH,
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,90000,JNTUH,
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,129943,129943,142129,142129,143372,146186,129943,129943,129943,129943,129943,129943,129943,129943,133018,133018,145731,145731,90000,JNTUH,
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,65260,84064,65260,84064,131108,146561,65260,84064,118959,118959,135075,135075,104181,104181,65260,84064,65260,84064,90000,JNTUH,
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,INF,INFORMATION TECHNOLOGY,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,90000,JNTUH,
KTKM,KAMALA INSTITUTE OF TECHNOLOGY AND SCIENCE,HUZURABAD,KRM,COED,PVT,1997,MEC,MECHANICAL ENGINEERING,124784,124784,124784,124784,124784,124784,124784,124784,124784,124784,124784,124784,152013,153381,124784,156399,124784,124784,90000,JNTUH,
KUCE,K U COLLEGE OF ENGG  KOTHAGUDEM,KOTHAGUDEM,KGM,COED,UNIV,1976,CSE,COMPUTER SCIENCE AND ENGINEERING,25098,25098,33422,33422,30629,30629,52872,52872,29347,35673,25098,86797,48231,48231,44327,50294,40565,46850,35000,KU,
KUCE,K U COLLEGE OF ENGG  KOTHAGUDEM,KOTHAGUDEM,KGM,COED,UNIV,1976,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,55849,55849,77203,109202,137398,137398,55849,55849,81734,106434,109597,122581,124366,144526,100552,100552,55849,90764,35000,KU,
KUCE,K U COLLEGE OF ENGG  KOTHAGUDEM,KOTHAGUDEM,KGM,COED,UNIV,1976,MIN,MINING ENGINEERING,57794,57794,122696,122696,86324,117093,57794,57794,66004,102529,130000,130000,152220,155991,88518,122811,57794,89375,35000,KU,
KUCESF,K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE,KOTHAGUDEM,KGM,COED,SF,2012,CSE,COMPUTER SCIENCE AND ENGINEERING,37742,47212,117522,117522,58697,61843,37742,47212,53956,53956,119180,119180,75045,78233,62960,101783,37742,120078,70000,KU,
KUCESF,K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE,KOTHAGUDEM,KGM,COED,SF,2012,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,34030,34030,34030,34030,145071,145071,34030,34030,128447,140700,34030,34030,153669,153669,154363,154363,117067,144067,70000,KU,
KUCESF,K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE,KOTHAGUDEM,KGM,COED,SF,2012,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,70000,KU,
KUCESF,K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE,KOTHAGUDEM,KGM,COED,SF,2012,INF,INFORMATION TECHNOLOGY,89646,89646,142317,142317,140665,140665,89646,89646,137799,137799,141673,141673,127283,127283,151811,151811,89646,89646,70000,KU,
KUCESF,K U COLLEGE OF ENGG  KOTHAGUDEM - SELF FINANCE,KOTHAGUDEM,KGM,COED,SF,2012,MIN,MINING ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,70000,KU,
KUEWS F,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,WARANGAL,HNK,GIRLS,SF,2013,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,65865,NA,142965,NA,102112,NA,65865,NA,116745,NA,129695,NA,152952,NA,156649,NA,90440,70000,KU,
KUEWS F,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,WARANGAL,HNK,GIRLS,SF,2013,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,37944,NA,84440,NA,50791,NA,46480,NA,45292,NA,90866,NA,78204,NA,103756,NA,60123,70000,KU,
KUEWS F,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,WARANGAL,HNK,GIRLS,SF,2013,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",NA,57510,NA,140047,NA,74132,NA,57510,NA,112870,NA,142711,NA,150699,NA,154725,NA,81082,70000,KU,
KUEWS F,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,WARANGAL,HNK,GIRLS,SF,2013,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,112998,NA,134481,NA,120937,NA,112998,NA,112998,NA,133594,NA,156075,NA,148710,NA,137184,70000,KU,
KUEWS F,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,WARANGAL,HNK,GIRLS,SF,2013,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,155343,NA,155343,NA,155343,NA,155343,NA,155343,NA,155343,NA,155343,NA,155343,NA,155343,70000,KU,
KUEWS F,UNIVERSITY COLLEGE OF ENGG AND TECH FOR WOMEN KU CAMPUS,WARANGAL,HNK,GIRLS,SF,2013,INF,INFORMATION TECHNOLOGY,NA,86192,NA,144297,NA,140182,NA,86192,NA,124825,NA,144831,NA,156053,NA,146408,NA,104819,70000,KU,
KUWL,KU COLLEGE OF ENGINEERING  AND TECHNOLOGY,WARANGAL,HNK,COED,UNIV,2009,CIV,CIVIL ENGINEERING,49510,49510,131540,131540,124152,133049,49510,49510,99456,99456,100941,100941,146720,146720,125857,125857,49510,88158,70000,KU,
KUWL,KU COLLEGE OF ENGINEERING  AND TECHNOLOGY,WARANGAL,HNK,COED,UNIV,2009,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),22322,22322,40033,41653,31334,31334,22322,131753,28475,28475,46221,51403,54527,56347,57330,57330,24633,35893,70000,KU,
KUWL,KU COLLEGE OF ENGINEERING  AND TECHNOLOGY,WARANGAL,HNK,COED,UNIV,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,17343,17343,20763,27628,22977,25168,17343,17343,22091,22091,29900,29900,31750,31750,24487,26412,18936,21314,35000,KU,
KUWL,KU COLLEGE OF ENGINEERING  AND TECHNOLOGY,WARANGAL,HNK,COED,UNIV,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,25956,26892,50803,56854,45264,45264,25956,83840,28300,41182,68532,68532,64403,65558,55126,56208,35657,40956,35000,KU,
KUWL,KU COLLEGE OF ENGINEERING  AND TECHNOLOGY,WARANGAL,HNK,COED,UNIV,2009,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,47815,47815,81721,81721,77132,77132,47815,47815,62535,71983,80195,146299,92125,99641,88326,88326,132870,132870,35000,KU,
KUWL,KU COLLEGE OF ENGINEERING  AND TECHNOLOGY,WARANGAL,HNK,COED,UNIV,2009,INF,INFORMATION TECHNOLOGY,27598,28274,66605,108215,45537,45537,67279,67279,38614,38614,27598,116757,80312,80312,74897,78763,37626,41223,70000,KU,
KUWL,KU COLLEGE OF ENGINEERING  AND TECHNOLOGY,WARANGAL,HNK,COED,UNIV,2009,MEC,MECHANICAL ENGINEERING,64926,64926,140571,140571,145243,147651,64926,64926,131705,141704,137863,151452,146870,156643,138124,143387,64926,64926,35000,KU,
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,72000,JNTUH,
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,149671,149671,149671,149671,149671,149671,149671,149671,149671,149671,149671,149671,149671,149671,152145,152145,149671,149671,72000,JNTUH,
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,COED,PVT,2001,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",103176,103176,103176,103176,152159,152159,103176,103176,103176,103176,103176,103176,153141,155935,103176,156292,103176,103176,72000,JNTUH,
MDRK,MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,KODAD,SRP,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,114447,153847,156264,156264,114447,153847,114447,153847,114447,153847,114447,153847,152065,153847,152667,153847,114447,153847,72000,JNTUH,
MECS,MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS),HYDERABAD,HYD,COED,PVT,2011,CIV,CIVIL ENGINEERING,82491,98980,82491,98980,135243,136707,82491,98980,113537,113537,138163,138163,156398,156398,145647,145647,110931,110931,100000,OU,
MECS,MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS),HYDERABAD,HYD,COED,PVT,2011,CME,COMPUTER ENGINEERING,29249,29249,67597,113072,44982,44982,29249,29249,31830,47404,50547,99876,133597,133597,150916,150916,29249,29249,100000,OU,
MECS,MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS),HYDERABAD,HYD,COED,PVT,2011,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),17651,17651,37949,51943,26282,31004,112745,112745,29532,35807,21293,41440,76964,92586,96015,104008,18424,18424,100000,OU,
MECS,MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS),HYDERABAD,HYD,COED,PVT,2011,CSE,COMPUTER SCIENCE AND ENGINEERING,15448,15520,44077,45687,23515,23515,15448,15520,23084,23084,30000,40677,57642,57642,64493,70541,15860,17266,100000,OU,
MECS,MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS),HYDERABAD,HYD,COED,PVT,2011,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,30749,35050,80386,80386,45862,49971,30749,47379,45274,45709,70210,87361,118820,141246,149181,155214,35567,35567,100000,OU,
MECS,MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS),HYDERABAD,HYD,COED,PVT,2011,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,58051,58051,135839,138033,115033,115033,58051,58051,94408,94408,58051,102569,154349,155830,150885,151259,88021,88021,100000,OU,
MECS,MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS),HYDERABAD,HYD,COED,PVT,2011,INF,INFORMATION TECHNOLOGY,20242,20343,55901,55901,30549,31439,52209,52209,28257,28257,37257,48773,103858,104756,147782,151440,20242,20343,100000,OU,
MECS,MATRUSRI ENGINEERING COLLEGE ( AUTONOMOUS),HYDERABAD,HYD,COED,PVT,2011,MEC,MECHANICAL ENGINEERING,95766,95766,95766,101214,113524,113524,95766,95766,113912,113912,127974,127974,132527,132527,95766,95766,95766,106894,100000,OU,
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,2008,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,62351,65589,137756,137756,83472,89004,62351,100344,71034,89495,67263,84977,156829,156829,156764,156764,66751,73846,78000,OU,
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,2008,CIV,CIVIL ENGINEERING,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,156840,78000,OU,
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,37433,37433,62387,62387,52786,52786,41739,41739,48140,59797,42587,46652,87292,92375,95606,109769,45178,45178,78000,OU,
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",83271,83271,144704,144704,83271,113146,88880,118367,85168,93869,83271,106312,156655,156655,152795,152795,83271,83271,78000,OU,
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,92764,99158,111127,145770,112462,145533,92764,109964,93664,105296,146732,146732,155106,155993,153591,153591,117755,133860,78000,OU,
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,133605,133605,133605,133605,133605,133605,133605,133605,133605,144386,144489,144489,133605,133605,149938,149938,133605,133605,78000,OU,
METH,METHODIST COLLEGE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),ABIDS,HYD,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,125803,125803,125803,125803,125803,125803,125803,125803,125803,125803,125803,125803,147329,154665,125803,125803,125803,125803,78000,OU,
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,NA,121963,NA,139745,NA,140308,NA,121963,NA,130296,NA,143292,NA,156645,NA,155550,NA,126356,62000,JNTUH,
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,NA,112664,NA,145639,NA,142004,NA,112664,NA,134638,NA,129021,NA,152453,NA,148581,NA,112664,62000,JNTUH,
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,CIV,CIVIL ENGINEERING,NA,-1,NA,-1,NA,79656,NA,-1,NA,-1,NA,-1,NA,126847,NA,-1,NA,-1,62000,JNTUH,
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,71082,NA,134912,NA,88578,NA,71082,NA,92695,NA,122336,NA,127184,NA,153797,NA,80903,62000,JNTUH,
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,112288,NA,138354,NA,146179,NA,112288,NA,138484,NA,118565,NA,154396,NA,155407,NA,140282,62000,JNTUH,
MGHA,MEGHA INST OF ENGG AND TECHNOLOGY FOR WOMEN,GHATKESAR,MDL,GIRLS,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,-1,NA,-1,NA,-1,NA,-1,NA,-1,NA,-1,NA,153384,NA,-1,NA,-1,62000,JNTUH,
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,RR,COED,PVT,1997,CIV,CIVIL ENGINEERING,40409,49808,128723,136226,81670,146508,40409,49808,79354,107404,98775,106194,107367,120788,111460,154227,109428,141441,160000,JNTUH,
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,RR,COED,PVT,1997,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,9659,10696,33518,36622,17479,17479,9659,10696,13073,16928,24740,24740,45124,49017,53073,53073,10733,10733,160000,JNTUH,
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,RR,COED,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),8801,8801,19377,33054,13414,13559,43994,43994,11258,17586,13767,25948,39774,39774,47847,49014,9188,9188,160000,JNTUH,
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,RR,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,6569,8019,18581,22792,9780,9943,27745,27745,10280,11824,12657,23411,29845,29845,25309,34146,7059,8019,160000,JNTUH,
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,RR,COED,PVT,1997,CSM,"COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE
LEARNING)",8338,8338,17533,19885,12304,12304,8338,42876,10599,12779,17108,17108,35775,35775,40632,52386,8340,9651,160000,JNTUH,
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,RR,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,14928,15843,34803,45870,22777,23920,62234,62234,22842,24794,40781,51265,58866,62613,60843,83005,15760,17043,160000,JNTUH,
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,RR,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,23567,23567,82453,82453,44013,44013,23567,23567,46511,46511,82526,82526,87405,116919,66196,145864,31398,33561,160000,JNTUH,
MGIT,MAHATMA GANDHI INSTITUTE OF TECHNOLOGY (AUTONOMOUS),GANDIPET,RR,COED,PVT,1997,INF,INFORMATION TECHNOLOGY,9420,9741,26741,26741,15397,17018,9420,72052,11465,18393,25679,25679,48687,56016,47904,47904,9879,10323,160000,JNTUH,
